16/02/2017,"-14.90","DOMINOS ROSEVILLE ROSEVILLE  AUS Card xx1577 Value Date: 10/02/2017","+2448.47"
16/02/2017,"-8.75","DOMINOS ROSEVILLE ROSEVILLE  AUS Card xx1577 Value Date: 12/02/2017","+2463.37"
16/02/2017,"-40.18","RMS ETOLL PH 131865 PARRAMATTA  AUS Card xx1569 Value Date: 11/02/2017","+2472.12"
16/02/2017,"-16.09","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 14/02/2017","+2512.30"
15/02/2017,"-37.11","Direct Debit 279234 PAYPAL AUSTRALIA 1000633064450","+2528.39"
15/02/2017,"-51.07","Direct Debit 279234 PAYPAL AUSTRALIA 1000633065573","+2565.50"
15/02/2017,"-29.95","MYER  CHATSWOOD CHATSWOOD NS AUS Card xx1577 Value Date: 11/02/2017","+2616.57"
15/02/2017,"-15.17","HFM WILLOUGHBY     QPS WILLOUGHBY  AUS Card xx1577 Value Date: 14/02/2017","+2646.52"
15/02/2017,"-15.00","SETARO PTY LTD MANLY NS AUS Card xx1569 Value Date: 11/02/2017","+2661.69"
15/02/2017,"-14.95","VICTORIAS BASEMENT ARTARMON NS AUS Card xx1569 Value Date: 11/02/2017","+2676.69"
15/02/2017,"-1.49","APPLE ITUNES STORE SYDNEY AU AUS Card xx1569 Value Date: 10/02/2017","+2691.64"
14/02/2017,"-1250.00","Transfer to xx2230 CommBank app Savings","+2693.13"
14/02/2017,"+3564.00","Salary ATLASSIAN PTY LT PAY","+3943.13"
14/02/2017,"-40.00","7-ELEVEN 2179 ARTARMON NS AUS Card xx1577 Value Date: 09/02/2017","+379.13"
14/02/2017,"-12.25","Venture Health Manly Manly NS AUS Card xx1577 Value Date: 11/02/2017","+419.13"
14/02/2017,"-12.38","CHEMIST WAREHOUSE CHATSWOOD NS AUS Card xx1569 Value Date: 09/02/2017","+431.38"
14/02/2017,"-11.68","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 10/02/2017","+443.76"
14/02/2017,"-12.77","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 11/02/2017","+455.44"
14/02/2017,"-35.96","BUNNINGS 757000 CHATSWOOD  AUS Card xx1569 Value Date: 12/02/2017","+468.21"
14/02/2017,"-79.09","WOOLWORTHS 1318 CROWS NEST  AUS Card xx1569 Value Date: 11/02/2017","+504.17"
14/02/2017,"-630.00","Meriton Pty Rent     NetBank BPAY 199562 1023928 Rent","+583.26"
12/02/2017,"+300.00","Transfer from xx2230 CommBank app Rent","+1213.26"
11/02/2017,"-60.00","Wdl ATM CBA ATM  CHATSWOOD A    NSW 214001   AUS","+913.26"
11/02/2017,"-11.99","NETFLIX COM MELBOURNE  AUS Card xx1569 Value Date: 09/02/2017","+973.26"
11/02/2017,"-4.46","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 09/02/2017","+985.25"
10/02/2017,"-40.18","RMS ETOLL PH 131865 PARRAMATTA  AUS Card xx1569 Value Date: 08/02/2017","+989.71"
09/02/2017,"-6.50","SFS BAXTER M861 TOONGABBIE NS AUS Card xx1577 Value Date: 06/02/2017","+1029.89"
